,Net likelihoods
R_1,69.84973248323195
R_2,65.27719821452015
R_3,4.5725342694023
R_4,46.44174850186703
R_5,46.44174850186703
R_6,9.417724855668071
R_7,13.990259125140675
R_8,106.87375612921852
R_9,9.417724855668071
